artist,title,sale_year,price,low_estimate,high_estimate,auction_title
Edgar Degas,Cheval marchant au pas relevé,2022.0,462962.68,0.0,0.0,Modern & Contemporary Evening Auction
Alfred Sisley,"Le barrage, canal du Loing à Saint-Mammès",2022.0,793650.31,0.0,0.0,Modern & Contemporary Evening Auction
Franz Marc,Eichkätzchen (Squirrel),2022.0,909390.98,0.0,0.0,Modern & Contemporary Evening Auction
Edgar Degas,"Danseuse mettant son bas, première étude",2022.0,496031.44,0.0,0.0,Modern & Contemporary Evening Auction
Claude Monet,Nymphéas,2022.0,30481657.13,0.0,0.0,Modern & Contemporary Evening Auction
Pablo Picasso,"Buste de femme accoudée, gris et blanc",2022.0,15705431.56,0.0,0.0,Modern & Contemporary Evening Auction
Jean Lambert-Rucki,Homme assis,2022.0,26575.79,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
Emmanuel Gondouin,Les deux silhouettes,2022.0,58746.49,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
Jean Lambert-Rucki,Vierge à l'enfant,2022.0,27974.52,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
Christian Bérard,Sans titre,2022.0,9091.72,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
20th century work,Etude (recto verso),2022.0,7692.99,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
GEORGES MATHIEU,Georges Mathieu 喬治・馬修 Chabris 沙布里,2021.0,128739.82,0.0,0.0,Mapping Modernities
Eugène Louis Boudin,L'heure du bain à Trouville,2021.0,349681.5,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
André Derain,Nature morte aux poires,2021.0,132878.97,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Alfred Sisley,"Bords du Loing, effet du matin",2021.0,725783.38,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Albert Marquet,Le port avec barques,2021.0,90917.19,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Alfred Sisley,"Hiver à Marly, effet de neige",2021.0,551164.65,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Kees van Dongen,La Belle Fatima (or L’Almée),2021.0,1296652.31,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Georges Rouault,Clown à la fleur rose (esquisse),2021.0,55949.04,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Henri Matisse,"Buste de femme au chapeau, accoudée sur le lit de repos",2021.0,125885.34,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,"Venise, la Salute, la Piazzetta et le grand canal le soir",2021.0,1021292.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Pierre Bonnard,Recueillement,2021.0,1236207.36,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,Sur la plage de Trouville,2021.0,62942.67,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
André Derain,Portrait du fils de l'artiste,2021.0,97910.82,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Odilon Redon,Anémones et coquelicots,2021.0,819808.85,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Raoul Dufy,Le pêcheur sur la jetée,2021.0,251770.68,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Pierre-Auguste Renoir,Femme assise,2021.0,578029.07,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Georges Seurat,Marine à Grandcamp,2021.0,389978.13,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Suzanne Valadon,Le Sacré-Cœur de Montmartre,2021.0,223796.16,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Mary Cassatt,Jeune fille en noir regardant à gauche,2021.0,153859.86,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Camille Pissarro,La vachère,2021.0,125885.34,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Balthus (Balthasar Kłossowski de Rola),Nature morte au chapeau bernois,2021.0,62942.67,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,Portrieux. Rivages et bateau à l'ancre,2021.0,195821.64,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,L'avant-port du Havre,2021.0,58746.49,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Odilon Redon,Fleurs,2021.0,139872.6,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Maurice Utrillo,Rue Lepic à Montmartre,2021.0,416842.55,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Berthe Morisot,La cruche d'eau,2021.0,752647.8,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,Deauville. Le champ de courses en 1866,2021.0,2633157.2,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Paul Sérusier,Nature morte aux pommes sur nappe aux carreaux bleus et bouquet feuillage d'automne,2021.0,55949.04,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Georges Rouault,La Cuisine,2021.0,48955.41,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Othon Friesz,Le Pont-Neuf,2021.0,90917.19,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Alberto Giacometti,Tête d'homme,2021.0,2028707.75,0.0,0.0,Art Contemporain Evening Sale / Collection Passion…Passions
Alexei Jawlensky,Méditation,2021.0,139872.6,0.0,0.0,Art Contemporain Evening Sale / Collection Passion…Passions
Edvard Munch,Soloppgang I Åsgårdstrand (Sunrise in Åsgårdstrand),2021.0,5319600.0,0.0,0.0,Modern Evening Auction
Henry Moore,Family Group,2021.0,576600.0,0.0,0.0,Modern Evening Auction
Pablo Picasso,Portrait de Dora Maar,2021.0,1260500.0,0.0,0.0,Modern Evening Auction
Fernand Léger,Composition (Les Clés),2021.0,3045000.0,0.0,0.0,Modern Evening Auction
Lynn Chadwick,High Hat Man and High Hat Woman,2021.0,1593000.0,0.0,0.0,Modern Evening Auction
Marc Chagall,Bord de fleuve,2021.0,2258500.0,0.0,0.0,Modern Evening Auction
Rembrandt Bugatti,Deux grands léopards,2021.0,927500.0,0.0,0.0,Modern Evening Auction
René Magritte,Le Droit chemin,2021.0,7502700.0,0.0,0.0,Modern Evening Auction
Claude Monet,Antibes vue de la Salis,2021.0,13342400.0,0.0,0.0,Modern Evening Auction
Kees van Dongen,La Célèbre Fatima et sa troupe,2021.0,3650000.0,0.0,0.0,Modern Evening Auction
Claude Monet,Coin du bassin aux nymphéas,2021.0,50820000.0,0.0,0.0,Modern Evening Auction
Pierre-Auguste Renoir,Jeune fille à la corbeille de fleurs,2021.0,12903000.0,0.0,0.0,Modern Evening Auction
Jacques Lipchitz,La Rencontre,2021.0,1351000.0,0.0,0.0,Modern Evening Auction
Jean Arp,Nu floral,2021.0,552400.0,0.0,0.0,Modern Evening Auction
Alfred Sisley,"Jour de brouillard sur la Seine, Saint-Mammès",2021.0,2016500.0,0.0,0.0,Modern Evening Auction
Pablo Picasso,La Chouette,2021.0,3892000.0,0.0,0.0,Modern Evening Auction
Franz Marc,Fabeltiere I (Tierkomposition I) Fabulous Beasts I (Composition of Animals I),2021.0,4860000.0,0.0,0.0,Modern Evening Auction
Claude Monet,"La Berge à Lavacourt, neige",2021.0,3045000.0,0.0,0.0,Modern Evening Auction
Leonor Fini,Les Aveugles,2021.0,867000.0,0.0,0.0,Modern Evening Auction
René Magritte,Cinéma bleu,2021.0,1301000.0,0.0,0.0,Modern Evening Auction
Claude Monet,Saules au soleil couchant,2021.0,8996400.0,0.0,0.0,Modern Evening Auction
Pablo Picasso,Tête de femme,2021.0,5549400.0,0.0,0.0,Modern Evening Auction
Fernand Léger,La Joie de vivre sur fond rouge,2021.0,4073500.0,0.0,0.0,Modern Evening Auction
Salvador Dalí,L'Àngelus,2021.0,10719900.0,0.0,0.0,Modern Evening Auction
Joan Miró,Portrait d'une jeune fille,2021.0,6009000.0,0.0,0.0,Modern Evening Auction
Enrico Donati,Spaziale fiorito,2021.0,867000.0,0.0,0.0,Modern Evening Auction
Ernst Ludwig Kirchner,Grosses Schererportrait (Der Maler; Zeichnender Maler; Grünes Selbstbildnis vor Landschaft),2021.0,2925000.0,0.0,0.0,Modern Evening Auction
Henry Moore,Woman,2021.0,2561000.0,0.0,0.0,Modern Evening Auction
Tamara de Lempicka,Portrait de Mademoiselle Poum Rachou,2021.0,7847400.0,0.0,0.0,Modern Evening Auction
Gustave P. A. Surand,Lion on a cliff | Lion sur une falaise,2022.0,6993.63,0.0,0.0,ANIMALS
"European School, probably late 19th Century, Two paintings of Beja People’s "," Ecole européenne, probablement fin du XIXe siècle, Portraits d'hommes du Peuple Beja",2022.0,5594.9,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
"19th Century School, A Monodon Monoceros Narwhal "," Ecole du XIXe siècle, Narval Monodon Monoceros",2022.0,5594.9,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
Aloys Zötl,Whales | Baleines,2022.0,15385.99,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
"Indian School, 19th Century, Portrait of a Princess "," Ecole indienne du XIXe siècle, Portrait d'une princesse",2022.0,3356.94,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
François Léon Prieur-Bardin,On the Bosphorus,2022.0,62830.65,0.0,0.0,The Orientalist Sale
Stefano Ussi,A Moroccan Guard,2022.0,7936.5,0.0,0.0,The Orientalist Sale
European School,The Musician,2022.0,4629.63,0.0,0.0,The Orientalist Sale
Alberto Pasini,The Yesil Mosque in Bursa,2022.0,99206.29,0.0,0.0,The Orientalist Sale
René Legrand,"Halt by an Inn, North Africa",2022.0,1653.44,0.0,0.0,The Orientalist Sale
Narcisse Berchère,Mahallet-el-Kebir (Lower Egypt),2022.0,31415.32,0.0,0.0,The Orientalist Sale
Maurice Bompard,"Man with a Pipe, Biskra",2022.0,9093.91,0.0,0.0,The Orientalist Sale
Georges Washington,A Mounted Warrior,2022.0,99206.29,0.0,0.0,The Orientalist Sale
George Henry Yewell,"In the Souk, Cairo",2022.0,16534.38,0.0,0.0,The Orientalist Sale
Adriano Cecchi,A North African Woman,2022.0,9093.91,0.0,0.0,The Orientalist Sale
Etienne Dinet,"Students in the Courtyard at Al-Azhar University, Cairo",2022.0,33068.76,0.0,0.0,The Orientalist Sale
Anna Richards Brewster,"Outside the Jaffa Gate, Jerusalem",2022.0,24801.57,0.0,0.0,The Orientalist Sale
Philippe Pavy,The Warrior,2022.0,11574.07,0.0,0.0,The Orientalist Sale
Pierre Jan van der Ouderaa,At Prayer,2022.0,124007.86,0.0,0.0,The Orientalist Sale
Joseph van Severdonck,A Young Tuareg,2022.0,16534.38,0.0,0.0,The Orientalist Sale
Rudolf Ernst,A Bashi-Bazouk,2022.0,69444.4,0.0,0.0,The Orientalist Sale
Richard Fuchs,Gate in Morocco,2022.0,82671.91,0.0,0.0,The Orientalist Sale
Ferdinand Roybet,An Algerian Beauty,2022.0,9093.91,0.0,0.0,The Orientalist Sale
"European School, 19th Century",Boy wearing a Fez,2022.0,3306.88,0.0,0.0,The Orientalist Sale
Virginia Santos Avellar,Portrait of a Young Man,2022.0,16534.38,0.0,0.0,The Orientalist Sale
Charles Théodore Frère,Arrival of a Caravan outside Cairo,2022.0,16534.38,0.0,0.0,The Orientalist Sale
Carl Neumann,View of Beirut,2022.0,107473.48,0.0,0.0,The Orientalist Sale
Gustave Boulanger,The Tribute,2022.0,140542.24,0.0,0.0,The Orientalist Sale
Henri Rousseau,The Hunt,2022.0,12400.79,0.0,0.0,The Orientalist Sale
Jules Jacques Veyrassat,Women of Blidah,2022.0,2314.81,0.0,0.0,The Orientalist Sale
Gustave Guillaumet,"A Man in Profile, Algeria",2022.0,90939.1,0.0,0.0,The Orientalist Sale
Charles Théodore Frère,The Halt of the Caravan,2022.0,14054.22,0.0,0.0,The Orientalist Sale
Rudolf Ernst,The Guard,2022.0,115740.67,0.0,0.0,The Orientalist Sale
Jean-Léon Gérôme,A Veiled Beauty,2022.0,363756.39,0.0,0.0,The Orientalist Sale
Hippolyte Lazerges,An Algerian Boy with Flowers,2022.0,2314.81,0.0,0.0,The Orientalist Sale
Jean-Joseph Benjamin-Constant,At Rest,2022.0,14880.94,0.0,0.0,The Orientalist Sale
Franz Kosler,Man in a Turban,2022.0,19841.26,0.0,0.0,The Orientalist Sale
Adam Styka,"Resting in the Sunshine, Bou-Saâda",2022.0,12400.79,0.0,0.0,The Orientalist Sale
Charles Wilda,"Man in a White Turban, Cairo",2022.0,21494.7,0.0,0.0,The Orientalist Sale
Charles Théodore Frère,Sunset on the Nile,2022.0,173611.01,0.0,0.0,The Orientalist Sale
Eugène Fromentin,The Charge,2022.0,52910.02,0.0,0.0,The Orientalist Sale
Frederick Arthur Bridgman,On the Terrace,2022.0,13227.51,0.0,0.0,The Orientalist Sale
Charles Louis Müller,Sultana Reading the Holy Qur'an,2022.0,90939.1,0.0,0.0,The Orientalist Sale
Stanislas Lépine,Le Bassin de la Villette,2022.0,33569.42,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Delacroix,"Portrait of a man, after a Venetian School, 16th Century | Portrait d'homme, d'après une école vénitienne du XVIe siècle",2022.0,125885.34,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Johan Barthold Jongkind,Bord de canal en Hollande,2022.0,23778.34,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Gustave Courbet,"Saulaie, bords de la Charente",2022.0,307719.72,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Stanislas Lépine,La Seine près du pont de la Concorde. Vue vers le pont de l'Alma et la colline de Chaillot,2022.0,16784.71,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Stanislas Lépine,Pâturage aux environs de Caen,2022.0,10490.45,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Théodore Chassériau,Portrait of a lady facing right | Tête de femme vue de trois-quarts à droite,2022.0,27974.52,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Théodore Géricault,Recto: Charrette de charbon à cinq chevaux | Verso: Etudes,2022.0,19582.16,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
René Pierre Charles Princeteau,Le Steeple-Chase,2022.0,62942.67,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Johan Barthold Jongkind,"Coucher de soleil sur l'église, Hollande",2022.0,22379.62,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Gustave Courbet,La Pauvresse de village,2022.0,1919362.9,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Henri-Joseph Harpignies,Bord de rivière,2022.0,8392.36,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Johan Barthold Jongkind,"Recto: Col de Balbins, Ornacieux ; Verso: Etudes de charrettes",2022.0,12588.53,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
René Pierre Charles Princeteau,"La rencontre, avenue du Bois",2022.0,10490.45,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Stanislas Lépine,Caen. L'Orne et l'église Saint-Jean,2022.0,7692.99,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Delacroix,Recto : La visite du médecin ; Verso : Etudes de chevaux,2022.0,8392.36,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Jean-Baptiste-Camille Corot,Environs de Rotterdam. Moulins à vent,2022.0,44759.23,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Delacroix,La Visite du médecin,2022.0,6993.63,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Stanislas Lépine,Montmartre. La rue Saint-Vincent,2022.0,27974.52,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Henri Pierre Picou,La ronde des Nymphes,2022.0,3916.43,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
Paul Peel,Frances with the Apple,2022.0,35280.0,0.0,0.0,The European Art Sale Part I
John Frederick Herring Sr.,The 1828 Doncaster Gold Cup,2022.0,806500.0,0.0,0.0,The European Art Sale Part I
Lawrence Alma-Tadema,After the Bath,2022.0,32760.0,0.0,0.0,The European Art Sale Part I
Eugen von Blaas,Girl at the Window,2022.0,119700.0,0.0,0.0,The European Art Sale Part I
Eugen von Blaas,A Young Beauty,2022.0,138600.0,0.0,0.0,The European Art Sale Part I
Eugen von Blaas,Portrait of an Italian Young Woman,2022.0,56700.0,0.0,0.0,The European Art Sale Part I
Jean Béraud,Portrait of Sir Campbell-Clarke,2022.0,18900.0,0.0,0.0,The European Art Sale Part I
Henry Siddons Mowbray,The Rose Festival,2022.0,40320.0,0.0,0.0,The European Art Sale Part I
Montague Dawson,Happy Days,2022.0,88200.0,0.0,0.0,The European Art Sale Part I
Jean-Baptiste-Camille Corot,La Vachère de Ribagnac,2022.0,94500.0,0.0,0.0,The European Art Sale Part I
Jules Breton,Study for 'Les vendanges à Château-Lagrange',2022.0,107100.0,0.0,0.0,The European Art Sale Part I
Carlo Cherubini,La danza,2022.0,126000.0,0.0,0.0,The European Art Sale Part I
Ippolito Caffi,"Venezia, veduta notturna con la Piazzetta San Marco e il Molo, con vista sull'Isola di San Giorgio",2022.0,75600.0,0.0,0.0,The European Art Sale Part I
Louis Béroud,La Place de la Republique,2022.0,100800.0,0.0,0.0,The European Art Sale Part I
Mihály Munkácsy,Portrait of Princess Soutzo,2022.0,176400.0,0.0,0.0,The European Art Sale Part I
Edmond-Georges Grandjean,Le Boulevard des Italiens,2022.0,315000.0,0.0,0.0,The European Art Sale Part I
Auguste Joseph Truphème,The Class Pranksters,2022.0,22680.0,0.0,0.0,The European Art Sale Part I
Daniel Ridgway Knight,Gathering Roses,2022.0,69300.0,0.0,0.0,The European Art Sale Part I
Barend Cornelis Koekkoek,A Wooded Landscape with Grazing Cattle Near a Stream,2022.0,75600.0,0.0,0.0,The European Art Sale Part I
Heywood Hardy,"Meet of the Quorn Hounds at Kirby Gate November 7, 1910",2022.0,50400.0,0.0,0.0,The European Art Sale Part I
Frederick Arthur Bridgman,Funeral of a Mummy on the Nile (a variant),2022.0,56700.0,0.0,0.0,The European Art Sale Part I
Elmar von Eschwege,Emperor Frederick III and Princess Victoria on the way to Potsdam,2022.0,63000.0,0.0,0.0,The European Art Sale Part I
"Sir Alfred James Munnings, P.R.A., R.W.S.",A Sketch of Miss Brady,2022.0,30240.0,0.0,0.0,The European Art Sale Part I
Jean-Baptiste-Camille Corot,Un arbre mort sous bois,2022.0,37800.0,0.0,0.0,The European Art Sale Part I
Edmond-Georges Grandjean,An Afternoon Ride in the Bois de Boulogne,2022.0,12600.0,0.0,0.0,The European Art Sale Part I
Montague Dawson,"The Engagement between the H.M.S. Shannon and the U.S.S. Chesapeake, 1st June 1813",2022.0,126000.0,0.0,0.0,The European Art Sale Part I
Jules Joseph Lefebvre,Graziella,2022.0,47880.0,0.0,0.0,The European Art Sale Part I
Jean-Baptiste-Camille Corot,Vallons défrichés,2022.0,138600.0,0.0,0.0,The European Art Sale Part I
Alfred Stevens,Femme au parasol,2022.0,15120.0,0.0,0.0,The European Art Sale Part I
Moritz von Schwind,Die Plejaden (The Pleiades),2022.0,88200.0,0.0,0.0,The European Art Sale Part I
Virginie Elodie Demont-Breton,Jeune fille au géranium,2022.0,16380.0,0.0,0.0,The European Art Sale Part I
Jakub Schikaneder,Winter in Prague 《冬日布拉格》,2021.0,575422.72,0.0,0.0,Old Masters Evening Sale
Harald Sohlberg,"The Old Captain’s House, Winter Afternoon 《冬日午後的老船長家》",2021.0,3512899.93,0.0,0.0,Old Masters Evening Sale
Stanislas Lépine,La Seine au Quai de Bercy,2021.0,26575.79,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Théodore Chassériau,Bouquet de fleurs,2021.0,160853.49,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Gustave Courbet,La Dormeuse nue,2021.0,819808.85,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Stanislas Lépine,La Seine à Bercy,2021.0,44759.23,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Stanislas Lépine,Voiliers au large de la côte normande (Le Tréport ?),2021.0,79727.38,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Jean Louis Forain,Souvenir de Chantilly,2021.0,497435.81,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
René Pierre Charles Princeteau,L'Hallali en forêt de Chantilly (Equipage du Duc d'Aumale),2021.0,55949.04,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Jean Louis Forain,Femme à la voilette,2021.0,48955.41,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Johan Barthold Jongkind,Patineurs près d'Overschie,2021.0,125885.34,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Stanislas Lépine,La Seine au Pont de Sully,2021.0,62942.67,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Emile-François Chambon,Corn and statue Maïs et statuette,2021.0,5874.65,0.0,0.0,La Polynésie Découverte : Collection Charles-Edouard Duflon
Dominique Louis Féréol Papety,The odalisque,2021.0,195821.64,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Jean-Baptiste Regnault,Pan and Syrinx,2021.0,81126.11,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Jean-Auguste-Dominique Ingres,Stratonice,2021.0,83923.56,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
François-Joseph Navez,The Barrel Organ Player,2021.0,33569.42,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Jean-Baptiste-Camille Corot,"Landscapes with peasants, a fisherman beyond",2021.0,67138.85,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
French School circa 1840-1850,Portrait of a musician reading a score,2021.0,13987.26,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Félicien Rops,La Femme et la Folie dominant le monde,2021.0,48955.41,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Santiago Rusiñol,"The Generalife Gardens, Granada",2021.0,97910.82,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Jean-Jules-Antoine Lecomte du Nouÿ,The Gust of Wind,2021.0,104904.45,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Franz von Stuck,Narcissus,2021.0,53151.59,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Gustave Courbet,"The old Oak, Ornans",2021.0,83923.56,0.0,0.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Ferdinand Georg Waldmüller,The Flower Seller,2021.0,226800.0,0.0,0.0,Master Paintings
Rudolph von Alt,Courtyard of Krakow University,2021.0,47880.0,0.0,0.0,Master Paintings
Rudolph von Alt,"Courtyard of the Doge's Palace, Venice",2021.0,132300.0,0.0,0.0,Master Paintings
Gustave Moreau,Femme sur un griffon,2021.0,497435.81,0.0,0.0,Art Impressionniste et Moderne Evening Sale
Marguerite Burnat-Provins,Portrait of a man,2021.0,3077.2,0.0,0.0,"Collection Pierre Le-Tan, Session I"
Henry Bishop,Portrait of Marcolesco,2021.0,3496.82,0.0,0.0,"Collection Pierre Le-Tan, Session I"
Marcellin Gilbert Desboutin,Boy sleeping on a table,2021.0,3636.69,0.0,0.0,"Collection Pierre Le-Tan, Session I"
Giovanni Boldini,A Lady at the restaurant,2021.0,8392.36,0.0,0.0,"Collection Pierre Le-Tan, Session I"
moise kisling ,Nu,2016.0,81250.0,40000.0,60000.0,IMPRESSIONIST & MODERN ART DAY SALE
george edward lodge ,Golden eagle on a branch,2017.0,2656.25,1500.0,2250.0,"The Astor Collection from Tillypronie, Aberdeenshire"
helen frankenthaler ,Cinnamon Burn,2013.0,663750.0,300000.0,500000.0,POST-WAR & CONTEMPORARY MORNING SESSION
sir john alfred arnesby brown,"The Round Tower, Haddiscoe",2012.0,26562.5,15000.0,22500.0,VICTORIAN & BRITISH IMPRESSIONIST ART
raymond pettibon ,Untitled (But come up),2018.0,9375.0,3750.0,6250.0,First Open Online
keltie ferris ,Ghost Trees,2018.0,50000.0,30000.0,50000.0,POST-WAR TO PRESENT
robert rauschenberg ,Calendar,2015.0,2741000.0,3000000.0,5000000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
rembrandt harmensz. van rijn ,"Christ and the Woman of Samaria: an Arched print (Bartsch, Hollstein 70; Hind 294; New Hollstein 302)",2013.0,1718.75,1250.0,1875.0,500 YEARS OF PRINTMAKING
"george howard, 9th earl of carlisle ",Study of a standing draped female figure,2017.0,2343.75,1250.0,1875.0,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART
karel appel ,Tétes dans Tempête (Heads in the Tempest),2018.0,144375.0,126000.0,168000.0,POST-WAR AND CONTEMPORARY ART
alberto giacometti ,Femme assise et verre à pied,2016.0,41895.0,21000.0,31500.0,OEUVRES MODERNES SUR PAPIER
lucebert ,Untitled,2022.0,7276.5,4200.0,6300.0,20th/21st Century: Amsterdam
odilon redon ,Visage-Germination,2013.0,233000.0,100000.0,150000.0,A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE
jack whitten ,Virgin Space Loop #19,2019.0,87500.0,60000.0,80000.0,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION
nicolas party ,Still Life No 103,2018.0,10625.0,2500.0,3750.0,POST-WAR TO PRESENT
samuel holburn fyfe ,The clipper John R. Worcester outward-bound from the Clyde off Pladda Island,2014.0,3906.25,3125.0,4375.0,MARITIME ART
pedro friedeberg ,Pair of Hand Chairs,2018.0,18750.0,15000.0,20000.0,Latin American Art Online
gunther gerzso ,Trópico calizo,2020.0,137500.0,70000.0,90000.0,LATIN AMERICAN ART
brassaï ,"Graffiti (Serie IV, Masques et Visages), 1935-1950",2020.0,18750.0,10000.0,15000.0,The Unseen Eye: Photographs from the W.M. Hunt Collection
andy warhol ,Marilyn Monroe (Marilyn): one print,2021.0,187500.0,100000.0,150000.0,PRINTS & MULTIPLES
arman ,Sans titre,2013.0,787.5,1260.0,1890.0,"DAGNY ET JAN RUNNQVIST, GALERIE BONNIER, UN DEMI-SIÈCLE DE PASSION ET D'ENGAGEMENTS ARTISTIQUES"
andy warhol ,Marilyn Monroe (Marilyn): one print,2019.0,100000.0,80000.0,120000.0,PRINTS & MULTIPLES
pablo picasso ,Verve,2018.0,68750.0,30000.0,50000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER
walter leblanc ,Twisted Strings TX. 171,2019.0,87937.5,73500.0,94500.0,POST-WAR & CONTEMPORARY ART
bernard buffet ,Compotier sur un plateau,2012.0,91562.5,75000.0,100000.0,IMPRESSIONIST/MODERN DAY SALE
