artist,title,currency,sale_year,sold,price,low_estimate,high_estimate,auction_title
Bernard Buffet 貝爾納・布菲 , Daniéle Buffet en fée 仙女般的丹妮爾・布菲,USD,2022.0,1,321849.56,0.0,0.0,Modern Evening Auction
Marc Chagall 馬克・夏加爾 , Les pivoines 牡丹,USD,2022.0,1,1902360.79,0.0,0.0,Modern Evening Auction
Koloman Moser,Le choc des Titans,USD,2022.0,1,426611.43,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,Espagnole nue à l'éventail,USD,2022.0,1,244777.05,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,"Le Bestiaire, Bulldog",USD,2022.0,1,76929.93,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,Atelier à Nanse,USD,2022.0,1,139872.6,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,Crapaud sur un nénuphar,USD,2022.0,1,76929.93,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Amedeo Modigliani,"Tête de profil gauche avec chignon, boucle d'oreille et collier",USD,2022.0,1,699363.0,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,Les poissons,USD,2022.0,0,0.0,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,La valse de Ravel,USD,2022.0,1,33569.42,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Giorgio de Chirico,Interno metafisico,USD,2022.0,1,419617.8,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Kees van Dongen,Portrait de femme assise,USD,2022.0,1,447592.32,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Fernand Léger,La statuette et le vase rouge,USD,2022.0,1,489554.1,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Alberto Magnelli,Deux torses de femmes,USD,2022.0,1,769299.3,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Pablo Picasso,Vase de fleurs au coquelicot,USD,2022.0,1,1140294.72,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Constantin Brancusi,Portrait de femme (coiffée en turban),USD,2022.0,1,209808.9,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,Rose dans un vase,USD,2022.0,1,104904.45,0.0,0.0,Art Impressionniste et Moderne Evening Auction
René Magritte,Portrait de P.-G. Van Hecke,USD,2022.0,1,937146.42,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,Salle à manger à Nanse,USD,2022.0,1,279745.2,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Joan Miró,Untitled,USD,2022.0,1,237783.42,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Auguste Rodin,"Éternel printemps, second état, 3ème réduction",USD,2022.0,1,279745.2,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Marc Chagall,Bouquet et famille,USD,2022.0,1,363668.76,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Pablo Picasso,Nus masculins (Les trois âges de l'homme),USD,2022.0,1,4592261.68,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,La tête de veau,USD,2022.0,1,153859.86,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Paul Cézanne,La Fontaine,USD,2022.0,1,811261.08,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Bernard Buffet,Nanse,USD,2022.0,1,181834.38,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Francis Picabia,Tarin,USD,2022.0,1,3195422.85,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Pablo Picasso,Tête D'Homme,USD,2022.0,1,1919362.9,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Leonor Fini,L'Escarpolette (Jeux de vertige),USD,2022.0,1,244777.05,0.0,0.0,Art Impressionniste et Moderne Evening Auction
André Derain,Arbres à Cassis,USD,2022.0,1,307719.72,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Joan Miró,Tête de barbare,USD,2022.0,0,0.0,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Marc Chagall,Le Clown multicolore,USD,2022.0,1,1852201.85,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Jean Metzinger,Nu aux cheveux longs,USD,2022.0,0,0.0,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Marc Chagall,Eve,USD,2022.0,1,307719.72,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Amedeo Modigliani,"Femme assise sur un lit de trois quarts vers la droite, accoudée sur le bras droit",USD,2022.0,1,181834.38,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Robert Delaunay,Projet pour ''Les Orgues lumineuses'' ou ''Orgues de lumière'' d'Abel Gance,USD,2022.0,0,0.0,0.0,0.0,Art Impressionniste et Moderne Evening Auction
Giorgio Morandi,Natura morta,USD,2022.0,1,1717879.75,0.0,0.0,Contemporary Auction
Giorgio Morandi,Natura morta,USD,2022.0,1,1355210.08,0.0,0.0,Contemporary Auction
Eugène Louis Boudin,Nature morte au lièvre et au perdreau,USD,2022.0,1,37765.6,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Bretagne. La ferme,USD,2022.0,1,6713.88,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Alfred Sisley,Tournant du Loing,USD,2022.0,1,559490.4,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Odilon Redon,La rose et la marguerite,USD,2022.0,1,83923.56,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Bretagne. Village au bord d'un estuaire,USD,2022.0,1,67138.85,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
André Derain,Boby à la lavallière,USD,2022.0,0,0.0,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Ferme aux environs de Quimper,USD,2022.0,1,18183.44,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
André Derain,Portrait de femme à la toque de fourrure,USD,2022.0,1,9791.08,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Edouard Vuillard,Lapin de garenne,USD,2022.0,1,27974.52,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Pierre-Auguste Renoir,Les Amoureux,USD,2022.0,1,125885.34,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Bretons bavardant,USD,2022.0,1,1258.85,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Le Havre. L'avant-port,USD,2022.0,1,55949.04,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Pardon en Bretagne,USD,2022.0,1,25177.07,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Honoré Daumier,La plaidoirie,USD,2022.0,1,5315.16,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Maurice Utrillo,Paysage,USD,2022.0,1,48955.41,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
André Derain,"Portrait de Boby sur fond jaune, gilet bouton rouge",USD,2022.0,0,0.0,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Balthus,"Etude pour ""Nu au repos""",USD,2022.0,1,16784.71,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Edouard Vuillard,Madame Bonnard mère,USD,2022.0,1,48955.41,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
André Derain,Portrait de Boby aux cheveux longs,USD,2022.0,0,0.0,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Route aux environs de Quimper,USD,2022.0,1,33569.42,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Charles Camoin,Bouquet de roses,USD,2022.0,1,17484.08,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Brest. Débarquement des marins dans la rade,USD,2022.0,1,405630.54,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
André Derain,"Portrait de Boby aux cheveux frisés, col bleu",USD,2022.0,0,0.0,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
André Derain,Paysage aux Lecques,USD,2022.0,1,7692.99,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Sortie d'église à Plougastel,USD,2022.0,1,9791.08,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Edouard Vuillard,Fleurs sur une console,USD,2022.0,1,39164.33,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Anvers. Le port,USD,2022.0,1,58746.49,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
André Dunoyer de Segonzac,Les tomates,USD,2022.0,1,8392.36,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Bateaux de pêche,USD,2022.0,1,13987.26,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,La charrette,USD,2022.0,1,11749.3,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Jour de foire au pays bigouden,USD,2022.0,1,19582.16,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Jacques Villon,Ailé,USD,2022.0,1,22379.62,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Berthe Morisot,Barques sur le lac du bois de Boulogne,USD,2022.0,1,7692.99,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Henri de Toulouse-Lautrec,Promenade en mer,USD,2022.0,1,81126.11,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Un pardon en Bretagne,USD,2022.0,1,36366.88,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Pêcheuses,USD,2022.0,0,0.0,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Rouen. Vue prise du Cours de la Reine,USD,2022.0,1,174840.75,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,"Dordrecht. Bassin et voiliers, au fond la cathédrale",USD,2022.0,1,58746.49,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Charles Camoin,Figues et pommes sur un plateau,USD,2022.0,1,36366.88,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Maurice Utrillo,Paysage de banlieue,USD,2022.0,1,50354.14,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Berck. Pêcheuses sur la plage,USD,2022.0,1,13987.26,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Paysage normand,USD,2022.0,1,33569.42,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Maurice Utrillo,La Basilique de Saint-Denis,USD,2022.0,1,58746.49,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Odilon Redon,Personnage au voile rouge,USD,2022.0,1,48955.41,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Fleurs dans un vase,USD,2022.0,1,53151.59,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Pierre-Auguste Renoir,Nu assis,USD,2022.0,1,195821.64,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Louis Boudin,Plougastel. Le passage,USD,2022.0,1,53151.59,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Paul Gauguin,Parahi te marae - Là est le temple,USD,2022.0,1,27974.52,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Georges Braque,Deux pommes,USD,2022.0,1,25177.07,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,Les palmiers qui dorment ou La Liberté,USD,2022.0,1,132878.97,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Eugene Berman,Tête,USD,2022.0,1,5035.41,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Pablo Picasso,Grande tête de femme au chapeau orné,USD,2022.0,1,111898.08,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,Ciel enragé I,USD,2022.0,1,181834.38,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,La plus belle,USD,2022.0,1,2859617.6,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Dorothea Tanning,Untitled,USD,2022.0,1,6713.88,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Jean Hugo,Paysage de Cornouailles,USD,2022.0,1,7692.99,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Victor Brauner,Talisman agissant pour Alexandre Iolas,USD,2022.0,1,41961.78,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,Forêt blanche et soleil jaune,USD,2022.0,1,69936.3,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Roberto Matta,Feu vert,USD,2022.0,1,251770.68,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Jean Hugo,Nature morte aux poivrons,USD,2022.0,1,36366.88,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Roberto Matta,Scie le désir,USD,2022.0,1,132878.97,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,L'astronaute millénaire,USD,2022.0,1,26575.79,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,Ciel enragé II,USD,2022.0,1,44759.23,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Fernand Léger,Le chandail vert,USD,2022.0,1,447592.32,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,Gulfstream,USD,2022.0,1,139872.6,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Pablo Picasso,"Étude, Antibes",USD,2022.0,1,251770.68,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Christian Bérard,Nu dans un paysage,USD,2022.0,1,7692.99,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Victor Brauner,Compensation symbolique,USD,2022.0,1,195821.64,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,Narcisse,USD,2022.0,1,153859.86,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,Untitled (Fleur blanche sur fond bleu),USD,2022.0,1,58746.49,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Jean Hugo,La chapelle Sainte Colombe,USD,2022.0,1,22379.62,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Man Ray,Étoile de verre,USD,2022.0,1,30771.97,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Pablo Picasso,Tête de femme à la couronne de fleurs,USD,2022.0,1,36366.88,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Victor Brauner,"J'étais un chien, je suis une femme libre",USD,2022.0,1,216802.53,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Jean Hugo,Les bords de la Tamise,USD,2022.0,1,6713.88,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
After Fernand Léger,Murale,USD,2022.0,1,18183.44,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
André Derain,Masque à la verrue,USD,2022.0,1,6993.63,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Luis Fernández,Barque or Barca,USD,2022.0,1,41961.78,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
René Magritte,Le Viol,USD,2022.0,1,1180591.35,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Max Ernst,Ohne Titel (Untitled),USD,2022.0,1,6713.88,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
Luis Fernández,Deux colombes,USD,2022.0,1,53151.59,0.0,0.0,"Collection André Mourgues, Alexandre Iolas et ses artistes"
André Masson,Paysage à l'oiseau blessé,USD,2022.0,1,209808.9,0.0,0.0,Surrealism and Its Legacy
Francis Picabia,Nu de dos,USD,2022.0,1,3665550.2,0.0,0.0,Surrealism and Its Legacy
Balthus,Nu endormi,USD,2022.0,1,1207455.77,0.0,0.0,Surrealism and Its Legacy
Dorothea Tanning,Mêlées nocturnes,USD,2022.0,1,629426.7,0.0,0.0,Surrealism and Its Legacy
Hans Arp,L'O et l'U de l'oiseau,USD,2022.0,1,3799872.3,0.0,0.0,Surrealism and Its Legacy
Jean Crotti,Nouvelle année or La lumière revient,USD,2022.0,1,349681.5,0.0,0.0,Surrealism and Its Legacy
René Magritte,Le palais de la courtisane,USD,2022.0,1,2188007.1,0.0,0.0,Surrealism and Its Legacy
Francis Picabia,Pavonia,USD,2022.0,1,11097336.67,0.0,0.0,Surrealism and Its Legacy
Francis Picabia,Sans titre,USD,2022.0,1,349681.5,0.0,0.0,Surrealism and Its Legacy
Man Ray,Bananas and Plane,USD,2022.0,1,335694.24,0.0,0.0,Surrealism and Its Legacy
Max Ernst,Mur devant soleil,USD,2022.0,1,209808.9,0.0,0.0,Surrealism and Its Legacy
René Magritte,Le bon temps,USD,2022.0,1,1382074.5,0.0,0.0,Surrealism and Its Legacy
René Magritte,Le paysage fantôme,USD,2022.0,1,2389490.25,0.0,0.0,Surrealism and Its Legacy
René Magritte,La Joconde (Mona Lisa),USD,2022.0,1,1919362.9,0.0,0.0,Surrealism and Its Legacy
Wifredo Lam,La lumière de la jungle,USD,2022.0,0,0.0,0.0,0.0,Surrealism and Its Legacy
Toyen,Chambre secrète sans serrure,USD,2022.0,1,1650718.7,0.0,0.0,Surrealism and Its Legacy
Leonor Fini,Sphinx pour David Barrett,USD,2022.0,1,132878.97,0.0,0.0,Surrealism and Its Legacy
Fernand Léger,Objets contrastés sur fond bleu,USD,2022.0,0,0.0,0.0,0.0,Modern & Contemporary Evening Auction
Claude Monet,"Glaçons, environs de Bennecourt",USD,2022.0,0,0.0,0.0,0.0,Modern & Contemporary Evening Auction
Marc Chagall,Paysage à l’Isba,USD,2022.0,1,2586449.67,0.0,0.0,Modern & Contemporary Evening Auction
Fernand Léger,Nature morte,USD,2022.0,1,1316189.25,0.0,0.0,Modern & Contemporary Evening Auction
René Magritte,L’empire des lumières,USD,2022.0,1,77976667.89,0.0,0.0,Modern & Contemporary Evening Auction
Juan Gris,Le pierrot à la guitare,USD,2022.0,1,909390.98,0.0,0.0,Modern & Contemporary Evening Auction
Pierre-Auguste Renoir,"Buste de femme, de profil",USD,2022.0,1,6561262.49,0.0,0.0,Modern & Contemporary Evening Auction
Claude Monet,Prunes et abricots,USD,2022.0,1,1792536.91,0.0,0.0,Modern & Contemporary Evening Auction
Egon Schiele,Kreuzigung mit verfinsterter Sonne (Crucifixion with Darkened Sun),USD,2022.0,1,1236797.98,0.0,0.0,Modern & Contemporary Evening Auction
Gino Severini,Étude pour 'L'Autobus',USD,2022.0,1,909390.98,0.0,0.0,Modern & Contemporary Evening Auction
Marino Marini,Guerriero (Warrior),USD,2022.0,0,0.0,0.0,0.0,Modern & Contemporary Evening Auction
Claude Monet,Massif de chrysanthèmes,USD,2022.0,1,10880541.58,0.0,0.0,Modern & Contemporary Evening Auction
Théo van Rysselberghe,La pointe du Rossignol (Cap Layet),USD,2022.0,1,1554363.08,0.0,0.0,Modern & Contemporary Evening Auction
Camille Pissarro,Matinée d'automne à Eragny,USD,2022.0,0,0.0,0.0,0.0,Modern & Contemporary Evening Auction
Auguste Rodin,Torse de Jeune femme cambrée dit aussi Torse de Jeune femme no. 390,USD,2022.0,1,744047.17,0.0,0.0,Modern & Contemporary Evening Auction
Max Beckmann,Künstler am Meer (Artists by the Sea),USD,2022.0,1,578703.35,0.0,0.0,Modern & Contemporary Evening Auction
Wassily Kandinsky,Linienbrücke (Bridge of Lines),USD,2022.0,1,744047.17,0.0,0.0,Modern & Contemporary Evening Auction
Gustave Caillebotte,Portrait de Monsieur R. (Reyre),USD,2022.0,1,8769652.21,0.0,0.0,Modern & Contemporary Evening Auction
Claude Monet,"Sur la Falaise près de Dieppe, soleil couchant",USD,2022.0,1,6960318.47,0.0,0.0,Modern & Contemporary Evening Auction
Kees van Dongen,L'acrobate,USD,2022.0,1,1074734.8,0.0,0.0,Modern & Contemporary Evening Auction
Vincent van Gogh,A Pair of Lovers (Eglogue en Provence),USD,2022.0,1,13142208.76,0.0,0.0,Modern & Contemporary Evening Auction
Edgar Degas,Cheval marchant au pas relevé,USD,2022.0,1,462962.68,0.0,0.0,Modern & Contemporary Evening Auction
Alfred Sisley,"Le barrage, canal du Loing à Saint-Mammès",USD,2022.0,1,793650.31,0.0,0.0,Modern & Contemporary Evening Auction
Franz Marc,Eichkätzchen (Squirrel),USD,2022.0,1,909390.98,0.0,0.0,Modern & Contemporary Evening Auction
Edgar Degas,"Danseuse mettant son bas, première étude",USD,2022.0,1,496031.44,0.0,0.0,Modern & Contemporary Evening Auction
Claude Monet,Nymphéas,USD,2022.0,1,30481657.13,0.0,0.0,Modern & Contemporary Evening Auction
Pablo Picasso,"Buste de femme accoudée, gris et blanc",USD,2022.0,1,15705431.56,0.0,0.0,Modern & Contemporary Evening Auction
Jean Lambert-Rucki,Homme assis,USD,2022.0,1,26575.79,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
Emmanuel Gondouin,Les deux silhouettes,USD,2022.0,1,58746.49,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
Jean Lambert-Rucki,Vierge à l'enfant,USD,2022.0,1,27974.52,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
Christian Bérard,Sans titre,USD,2022.0,1,9091.72,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
20th century work,Etude (recto verso),USD,2022.0,1,7692.99,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
GEORGES MATHIEU,Georges Mathieu 喬治・馬修 Chabris 沙布里,USD,2021.0,1,128739.82,0.0,0.0,Mapping Modernities
Eugène Louis Boudin,L'heure du bain à Trouville,USD,2021.0,1,349681.5,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
André Derain,Nature morte aux poires,USD,2021.0,1,132878.97,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Alfred Sisley,"Bords du Loing, effet du matin",USD,2021.0,1,725783.38,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Albert Marquet,Le port avec barques,USD,2021.0,1,90917.19,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Alfred Sisley,"Hiver à Marly, effet de neige",USD,2021.0,1,551164.65,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Kees van Dongen,La Belle Fatima (or L’Almée),USD,2021.0,1,1296652.31,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Georges Rouault,Clown à la fleur rose (esquisse),USD,2021.0,1,55949.04,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
André Derain,Tête de Jeune femme,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Henri Matisse,"Buste de femme au chapeau, accoudée sur le lit de repos",USD,2021.0,1,125885.34,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,"Venise, la Salute, la Piazzetta et le grand canal le soir",USD,2021.0,1,1021292.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Pierre Bonnard,Recueillement,USD,2021.0,1,1236207.36,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,Sur la plage de Trouville,USD,2021.0,1,62942.67,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
André Derain,Portrait du fils de l'artiste,USD,2021.0,1,97910.82,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Odilon Redon,Anémones et coquelicots,USD,2021.0,1,819808.85,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Jacques Villon,La table servie,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Raoul Dufy,Le pêcheur sur la jetée,USD,2021.0,1,251770.68,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Pierre-Auguste Renoir,Femme assise,USD,2021.0,1,578029.07,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Georges Seurat,Marine à Grandcamp,USD,2021.0,1,389978.13,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Suzanne Valadon,Le Sacré-Cœur de Montmartre,USD,2021.0,1,223796.16,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Mary Cassatt,Jeune fille en noir regardant à gauche,USD,2021.0,1,153859.86,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Jacques Villon,La cueillette,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Camille Pissarro,La vachère,USD,2021.0,1,125885.34,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Marcel Gromaire,Nu couché blond,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Berthe Morisot,Jeune fille rousse en chapeau,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Balthus (Balthasar Kłossowski de Rola),Nature morte au chapeau bernois,USD,2021.0,1,62942.67,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,Portrieux. Rivages et bateau à l'ancre,USD,2021.0,1,195821.64,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Jacques Villon,Triomphe,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,L'avant-port du Havre,USD,2021.0,1,58746.49,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Odilon Redon,Fleurs,USD,2021.0,1,139872.6,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Maurice Utrillo,Rue Lepic à Montmartre,USD,2021.0,1,416842.55,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Berthe Morisot,La cruche d'eau,USD,2021.0,1,752647.8,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Louis Boudin,Deauville. Le champ de courses en 1866,USD,2021.0,1,2633157.2,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Paul Sérusier,Nature morte aux pommes sur nappe aux carreaux bleus et bouquet feuillage d'automne,USD,2021.0,1,55949.04,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Georges Rouault,La Cuisine,USD,2021.0,1,48955.41,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
